Year,Player,Runs
2013,TA Boult (NZ),1
2013,DJ Bravo (WI),388
2013,DM Bravo (WI),788
2013,TT Bresnan (ENG),79
2013,SCJ Broad (ENG),15
2013,Mudassar Bukhari (NL),47
2013,JC Buttler (ENG),298
2013,MA Carberry (ENG),108
2013,NM Carter (SCOT),0
2013,RW Chakabva (ZIM),37
2013,LD Chandimal (SL),459
2013,J Charles (WI),686
2013,TL Chatara (ZIM),27
2013,CJ Chibhabha (ZIM),65
2013,E Chigumbura (ZIM),161
2013,MT Chinouya (ZIM),6
2013,MJ Clarke (AUS),303
2013,KJ Coetzer (SCOT),282
2013,FRJ Coleman (SCOT),28
2013,AN Cook (ENG),560
2013,BN Cooper (NL),74
2013,TLW Cooper (NL),60
2013,NM Coulter-Nile (AUS),10
2013,AR Cusack (IRE),0
2013,BCJ Cutting (AUS),27
2013,D Daesrath (CAN),71
2013,JH Davey (SCOT),84
2013,H Davids (SA),8
2013,TN de Grooth (NL),8
2013,Q de Kock (SA),741
2013,N Deonarine (WI),87
2013,JW Dernbach (ENG),4
2013,AP Devcich (NZ),93
2013,AB de Villiers (SA),1163
2013,S Dhawan (INDIA),1162
2013,MS Dhoni (INDIA),753
2013,LHD Dilhara (SL),6
2013,TM Dilshan (SL),1160
2013,AB Dinda (INDIA),3
2013,GH Dockrell (IRE),8
2013,XJ Doherty (AUS),45
2013,GD Drummond (SCOT),33
2013,JP Duminy (SA),659
2013,F du Plessis (SA),539
2013,Ehsan Adil (PAK),5
2013,GD Elliott (NZ),297
2013,AM Ellis (NZ),22
2013,RMS Eranga (SL),14
2013,CR Ervine (ZIM),121
2013,JP Faulkner (AUS),408
2013,Fawad Ahmed (AUS),4
2013,AJ Finch (AUS),514
2013,ST Finn (ENG),19
2013,JEC Franklin (NZ),152
2013,G Gambhir (INDIA),153
2013,HJW Gardiner (SCOT),25
2013,CH Gayle (WI),311
2013,DM Gondaria (KENYA),7
2013,JOA Gordon (CAN),2
2013,G Goudie (SCOT),23
2013,Gulbadin Naib (AFG),21
2013,R Gunasekera (CAN),97
2013,MJ Guptill (NZ),406
2013,Gurdeep Singh (KENYA),1
2013,BJ Haddin (AUS),181
2013,Hamza Tariq (CAN),3
2013,AS Hansra (CAN),36
2013,RM Haq (SCOT),32
2013,Haris Sohail (PAK),45
2013,Hashmatullah Shahidi (AFG),13
2013,MC Henriques (AUS),14
2013,HMRKB Herath (SL),67
2013,JO Holder (WI),68
2013,PJ Hughes (AUS),660
2013,DJ Hussey (AUS),128
2013,Imran Farhat (PAK),170
2013,Imran Tahir (SA),4
2013,CA Ingram (SA),455
2013,MM Iqbal (SCOT),36
2013,RA Jadeja (INDIA),462
2013,Jahurul Islam (BDESH),26
2013,KM Jarvis (ZIM),23
2013,DPMD Jayawardene (SL),557
2013,MG Johnson (AUS),102
2013,DT Johnston (IRE),75
2013,CJ Jordan (ENG),14
2013,EC Joyce (IRE),317
2013,Junaid Khan (PAK),46
2013,Junaid Siddiqui (CAN),16
2013,JH Kallis (SA),76
2013,Kamran Akmal (PAK),238
2013,K Kamyuka (CAN),2
2013,IA Karim (KENYA),212
2013,KD Karthik (INDIA),255
2013,FDM Karunaratne (SL),20
2013,UT Khawaja (AUS),14
2013,C Kieswetter (ENG),42
2013,RK Kleinveldt (SA),105
2013,V Kohli (INDIA),1268
2013,KMDN Kulasekara (SL),184
2013,NR Kumar (CAN),25
2013,B Kumar (INDIA),94
2013,RAS Lakmal (SL),4
2013,TWM Latham (NZ),142
2013,MJ McClenaghan (NZ),11
2013,BB McCullum (NZ),420
2013,NL McCullum (NZ),292
2013,MW Machan (SCOT),289
2013,CJ McKay (AUS),88
2013,R McLaren (SA),372
2013,CS MacLeod (SCOT),106
2013,Mahmudullah (BDESH),243
2013,SL Malinga (SL),53
2013,MR Marsh (AUS),31
2013,SE Marsh (AUS),216
2013,T Maruma (ZIM),30
2013,H Masakadza (ZIM),423
2013,SW Masakadza (ZIM),33
2013,Mashrafe Mortaza (BDESH),20
2013,AD Mathews (SL),585
2013,TMK Mawoyo (ZIM),9
2013,GJ Maxwell (AUS),387
2013,BAW Mendis (SL),21
2013,BMAJ Mendis (SL),104
2013,DA Miller (SA),544
2013,KD Mills (NZ),119
2013,Misbah-ul-Haq (PAK),1373
2013,A Mishra (INDIA),9
2013,T Mishra (KENYA),149
2013,Mohammad Ashraful (BDESH),71
2013,Mohammad Hafeez (PAK),1301
2013,Mohammad Irfan (PAK),18
2013,Mohammad Nabi (AFG),97
2013,Mohammad Shahzad (AFG),101
2013,Mohammed Shami (INDIA),15
2013,Mominul Haque (BDESH),136
2013,PL Mommsen (SCOT),199
2013,JF Mooney (IRE),28
2013,EJG Morgan (ENG),560
2013,M Morkel (SA),53
2013,CH Morris (SA),13
2013,CB Mpofu (ZIM),2
2013,J Mubarak (SL),8
2013,C Munro (NZ),167
2013,D Murphy (SCOT),58
2013,TJ Murtagh (IRE),33
2013,N Mushangwe (ZIM),31
2013,Mushfiqur Rahim (BDESH),198
2013,CT Mutombodzi (ZIM),25
2013,SJ Myburgh (NL),140
2013,Naeem Islam (BDESH),163
2013,SP Narine (WI),116
2013,Nasir Hossain (BDESH),321
2013,Nasir Jamshed (PAK),568
2013,Nawroz Mangal (AFG),213
2013,JDS Neesham (NZ),83
2013,JO Ngoche (KENYA),1
2013,SO Ngoche (KENYA),16
2013,RJ Nicol (NZ),6
2013,AA Obanda (KENYA),61
2013,KJ O'Brien (IRE),184
2013,NJ O'Brien (IRE),254
2013,CO Obuya (KENYA),118
2013,NM Odhiambo (KENYA),22
2013,NN Odhiambo (KENYA),23
2013,H Osinde (CAN),1
2013,E Otieno (KENYA),2
2013,MA Ouma (KENYA),205
2013,T Panyangara (ZIM),4
2013,WD Parnell (SA),101
2013,H Patel (CAN),70
2013,RR Patel (KENYA),103
2013,SR Patel (ENG),75
2013,R Pathan (CAN),2
2013,AK Perera (SL),1
2013,MDKJ Perera (SL),333
2013,NLTC Perera (SL),164
2013,V Permaul (WI),0
2013,AN Petersen (SA),67
2013,RJ Peterson (SA),233
2013,AM Phangiso (SA),27
2013,VD Philander (SA),28
2013,KP Pietersen (ENG),256
2013,KA Pollard (WI),322
2013,WTS Porterfield (IRE),308
2013,KOA Powell (WI),463
2013,S Prasanna (SL),70
2013,SMA Priyanjan (SL),75
2013,CA Pujara (INDIA),13
2013,AM Rahane (INDIA),113
2013,Rahmat Shah (AFG),38
2013,SK Raina (INDIA),770
2013,D Ramdin (WI),50
2013,R Rampaul (WI),3
2013,WB Rankin (ENG),5
2013,AT Rayudu (INDIA),101
2013,Raza-ur-Rehman (CAN),121
2013,EJ Richardson (IRE),12
2013,KW Richardson (AUS),0
2013,MJG Rippon (NL),17
2013,Rizwan Cheema (CAN),57
2013,KAJ Roach (WI),72
2013,Robiul Islam (BDESH),0
2013,L Ronchi (NZ),139
2013,JE Root (ENG),626
2013,Rubel Hossain (BDESH),5
2013,AD Russell (WI),65
2013,HD Rutherford (NZ),15
2013,JD Ryder (NZ),0
2013,Saeed Ajmal (PAK),96
2013,Samiullah Shinwari (AFG),85
2013,DJG Sammy (WI),398
2013,MN Samuels (WI),447
2013,KC Sangakkara (SL),1201
2013,Sarfaraz Ahmed (PAK),29
2013,RR Sarwan (WI),160
2013,E Schiferli (NL),8
2013,PM Seelaar (NL),2
2013,V Sehwag (INDIA),31
2013,SMSM Senanayake (SL),97
2013,Shafiul Islam (BDESH),6
2013,Shahid Afridi (PAK),441
2013,Shamsur Rahman (BDESH),121
2013,JNK Shannon (IRE),2
2013,Shakib Al Hasan (BDESH),53
2013,SM Sharif (SCOT),39
2013,Sharjeel Khan (PAK),101
2013,I Sharma (INDIA),19
2013,MM Sharma (INDIA),0
2013,RG Sharma (INDIA),1196
2013,Shoaib Malik (PAK),203
2013,V Sibanda (ZIM),432
2013,Sikandar Raza (ZIM),179
2013,LMP Simmons (WI),371
2013,DS Smith (WI),45
2013,GC Smith (SA),291
2013,SPD Smith (AUS),8
2013,Sohag Gazi (BDESH),53
2013,Sohaib Maqsood (PAK),363
2013,Sohail Tanvir (PAK),64
2013,MC Sorensen (IRE),55
2013,TG Southee (NZ),35
2013,MA Starc (AUS),79
2013,DW Steyn (SA),30
2013,PR Stirling (IRE),206
2013,BA Stokes (ENG),57
2013,GP Swann (ENG),32
2013,MR Swart (NL),28
2013,ES Szwarczynski (NL),145
2013,Tamim Iqbal (BDESH),240
2013,BRM Taylor (ZIM),302
2013,LRPL Taylor (NZ),510
2013,RML Taylor (SCOT),49
2013,JWA Taylor (ENG),25
2013,WU Tharanga (SL),287
2013,HDRL Thirimanne (SL),417
2013,DC Thomas (WI),48
2013,JC Tredwell (ENG),23
2013,IJL Trott (ENG),611
2013,LL Tsotsobe (SA),42
2013,Umar Akmal (PAK),394
2013,Umar Amin (PAK),216
2013,Umar Gul (PAK),38
2013,Usman Limbada (CAN),38
2013,P Utseya (ZIM),127
2013,DLS van Bunge (NL),69
2013,T van der Gugten (NL),2
2013,PA van Meekeren (NL),15
2013,HA Varaiya (KENYA),18
2013,DL Vettori (NZ),5
2013,M Vijay (INDIA),57
2013,R Vinay Kumar (INDIA),43
2013,KDK Vithanage (SL),41
2013,BV Vitori (ZIM),29
2013,AC Voges (AUS),478
2013,MS Wade (AUS),192
2013,Wahab Riaz (PAK),203
2013,MN Waller (ZIM),285
2013,I Wardlaw (SCOT),13
2013,DA Warner (AUS),83
2013,BJ Watling (NZ),87
2013,SR Watson (AUS),693
2013,SC Williams (ZIM),337
2013,KS Williamson (NZ),453
2013,GC Wilson (IRE),61
2013,CR Woakes (ENG),69
2013,LJ Wright (ENG),5
2013,UT Yadav (INDIA),1
2013,Younis Khan (PAK),132
2013,Yuvraj Singh (INDIA),276
2013,Ziaur Rahman (BDESH),51
2014,VR Aaron (INDIA),2
2014,KJ Abbott (SA),29
2014,SA Abbott (AUS),3
2014,Abdur Razzak (BDESH),21
2014,Abdur Rehman (PAK),8
2014,Abul Hasan (BDESH),1
2014,Afsar Zazai (AFG),139
2014,Aftab Alam (AFG),1
2014,RG Aga (KENYA),101
2014,Ahmed Raza (UAE),31
2014,Ahmed Shehzad (PAK),629
2014,Aizaz Khan (HKG),71
2014,MM Ali (ENG),421
2014,Al-Amin Hossain (BDESH),3
2014,CJA Amini (PNG),61
2014,CR Amini (PNG),3
2014,Amir Hamza (AFG),1
2014,Amjad Ali (UAE),296
2014,Amjad Javed (UAE),1
2014,HM Amla (SA),892
2014,Anamul Haque (BDESH),631
2014,CJ Anderson (NZ),350
2014,J Anderson (IRE),40
2014,JM Anderson (ENG),22
2014,Ankur Vasishta (HKG),36
2014,Anshuman Rath (HKG),77
2014,Anwar Ali (PAK),81
2014,Arafat Sunny (BDESH),10
2014,Asad Shafiq (PAK),128
2014,Asghar Afghan (AFG),267
2014,R Ashwin (INDIA),147
2014,JJ Atkinson (HKG),129
2014,Babar Hayat (HKG),122
2014,HS Baidwan (CAN),3
2014,GJ Bailey (AUS),406
2014,A Balbirnie (IRE),60
2014,GS Ballance (ENG),261
2014,W Barresi (NL),165
2014,TC Bastiampillai (CAN),12
2014,F Behardien (SA),117
2014,IR Bell (ENG),479
2014,SJ Benn (WI),1
2014,HK Bennett (NZ),3
2014,AR Berenger (UAE),152
2014,RD Berrington (SCOT),197
2014,Bilawal Bhatti (PAK),18
2014,STR Binny (INDIA),40
2014,RS Bopara (ENG),422
2014,PW Borren (NL),89
2014,TA Boult (NZ),31
2014,DJ Bravo (WI),415
2014,DM Bravo (WI),310
2014,TT Bresnan (ENG),98
2014,SCJ Broad (ENG),40
2014,DG Brownlie (NZ),181
2014,Mudassar Bukhari (NL),4
2014,JC Buttler (ENG),704
2014,MA Carberry (ENG),6
2014,RW Chakabva (ZIM),90
2014,LD Chandimal (SL),308
2014,J Charles (WI),31
2014,TL Chatara (ZIM),49
2014,E Chigumbura (ZIM),392
2014,DT Christian (AUS),23
2014,MJ Clarke (AUS),181
2014,KJ Coetzer (SCOT),8
2014,FRJ Coleman (SCOT),104
2014,AN Cook (ENG),523
2014,BN Cooper (NL),3
2014,NM Coulter-Nile (AUS),50
2014,MH Cross (SCOT),88
2014,PJ Cummins (AUS),1
2014,AR Cusack (IRE),10
2014,BCJ Cutting (AUS),26
2014,MD Dai (PNG),19
2014,JH Davey (SCOT),44
2014,Dawlat Zadran (AFG),92
2014,Q de Kock (SA),741
2014,N Deonarine (WI),32
2014,PA Desai (CAN),0
2014,PC de Silva (SL),80
2014,AP Devcich (NZ),84
2014,AB de Villiers (SA),879
2014,S Dhawan (INDIA),815
2014,MS Dhoni (INDIA),418
2014,N Dickwella (SL),4
2014,TM Dilshan (SL),990
2014,GH Dockrell (IRE),19
2014,XJ Doherty (AUS),2
2014,JP Duminy (SA),311
2014,F du Plessis (SA),790
2014,KA Edwards (WI),178
2014,Ehsan Nawaz (HKG),0
2014,RMS Eranga (SL),12
2014,AC Evans (SCOT),31
2014,Fahad Alhashmi (UAE),0
2014,JP Faulkner (AUS),262
2014,Fawad Alam (PAK),345
2014,Fayyaz Ahmed (UAE),43
2014,AJ Finch (AUS),790
2014,ST Finn (ENG),10
2014,PLS Gamage (SL),0
2014,HJW Gardiner (SCOT),112
2014,CH Gayle (WI),67
2014,JOA Gordon (CAN),4
2014,Gulbadin Naib (AFG),82
2014,R Gunasekera (CAN),54
2014,MJ Guptill (NZ),396
2014,HF Gurney (ENG),15
2014,AM Guruge (UAE),2
2014,BJ Haddin (AUS),224
2014,AD Hales (ENG),126
2014,Hamid Hassan (AFG),6
2014,Hamza Tariq (CAN),71
2014,AS Hansra (CAN),2
2014,RM Haq (SCOT),32
2014,Haris Sohail (PAK),235
2014,Haseeb Amjad (HKG),98
2014,Hashmatullah Shahidi (AFG),67
2014,JR Hazlewood (AUS),0
2014,MJ Henry (NZ),1
2014,HMRKB Herath (SL),3
2014,JO Holder (WI),41
2014,PJ Hughes (AUS),166
2014,Imran Tahir (SA),47
2014,Imrul Kayes (BDESH),75
2014,Irfan Ahmed (HKG),74
2014,Irfan Sajid (UAE),2
2014,RA Jadeja (INDIA),369
2014,KM Jadhav (INDIA),20
2014,Javed Ahmadi (AFG),131
2014,DPMD Jayawardene (SL),846
2014,MG Johnson (AUS),95
2014,GO Jones (PNG),47
2014,LM Jongwe (ZIM),27
2014,CJ Jordan (ENG),101
2014,EC Joyce (IRE),25
2014,Junaid Khan (PAK),3
2014,Junaid Siddiqui (CAN),5
2014,JH Kallis (SA),5
2014,S Randiv (SL),15
2014,Kamran Shazad (UAE),22
2014,TP Kamungozi (ZIM),21
2014,SHT Kandamby (SL),0
2014,IA Karim (KENYA),131
2014,Karim Sadiq (AFG),12
2014,KD Karthik (INDIA),50
2014,Khurram Chohan (CAN),23
2014,Khurram Khan (UAE),334
2014,V Kohli (INDIA),1054
2014,Krishna Chandran (UAE),81
2014,KMDN Kulasekara (SL),63
2014,NR Kumar (CAN),48
2014,B Kumar (INDIA),62
2014,RAS Lakmal (SL),4
2014,TWM Latham (NZ),131
2014,MA Leask (SCOT),119
2014,MJ Lumb (ENG),165
2014,NM Lyon (AUS),8
2014,MJ McClenaghan (NZ),43
2014,BB McCullum (NZ),183
2014,NL McCullum (NZ),65
2014,MW Machan (SCOT),136
2014,CJ McKay (AUS),3
2014,R McLaren (SA),75
2014,CS MacLeod (SCOT),346
2014,N Madziva (ZIM),44
2014,Mahmudullah (BDESH),294
2014,SL Malinga (SL),18
2014,MR Marsh (AUS),321
2014,SE Marsh (AUS),177
2014,T Maruma (ZIM),57
2014,H Masakadza (ZIM),532
2014,SW Masakadza (ZIM),22
2014,Mashrafe Mortaza (BDESH),106
2014,AD Mathews (SL),1244
2014,TMK Mawoyo (ZIM),16
2014,GJ Maxwell (AUS),380
2014,GJ McCarter (IRE),1
2014,BAW Mendis (SL),33
2014,BMAJ Mendis (SL),67
2014,DA Miller (SA),279
2014,NO Miller (WI),12
2014,KD Mills (NZ),29
2014,SF Mire (ZIM),134
2014,Mirwais Ashraf (AFG),129
2014,Misbah-ul-Haq (PAK),285
2014,A Mishra (INDIA),10
2014,Mohammad Hafeez (PAK),360
2014,Mohammad Irfan (PAK),18
2014,Mohammad Mithun (BDESH),26
2014,Mohammad Nabi (AFG),403
2014,Mohammad Naveed (UAE),52
2014,Mohammad Shahzad (AFG),40
2014,Mohammad Shahzad (UAE),141
2014,Mohammad Talha (PAK),0
2014,Mohammed Shami (INDIA),58
2014,Mominul Haque (BDESH),334
2014,PL Mommsen (SCOT),276
2014,JF Mooney (IRE),123
2014,PJ Moor (ZIM),15
2014,VV Morea (PNG),119
2014,EJG Morgan (ENG),560
2014,M Morkel (SA),22
2014,TJ Murtagh (IRE),12
2014,N M'shangwe (ZIM),0
2014,Mushfiqur Rahim (BDESH),704
2014,R Mutumbami (ZIM),100
2014,SJ Myburgh (NL),36
2014,Nadeem Ahmed (HKG),14
2014,Naeem Islam (BDESH),81
2014,Najibullah Zadran (AFG),38
2014,SP Narine (WI),24
2014,Nasir Hossain (BDESH),225
2014,Nasir Jamal (AFG),67
2014,Nasir Jamshed (PAK),30
2014,Nawroz Mangal (AFG),307
2014,JDS Neesham (NZ),63
2014,SO Ngoche (KENYA),9
2014,Nizakat Khan (HKG),38
2014,Noor Ali Zadran (AFG),223
2014,J Nyumbu (ZIM),31
2014,AA Obanda (KENYA),94
2014,KJ O'Brien (IRE),181
2014,NJ O'Brien (IRE),45
2014,CO Obuya (KENYA),66
2014,NN Odhiambo (KENYA),7
2014,TM Odoyo (KENYA),2
2014,E Otieno (KENYA),7
2014,MA Ouma (KENYA),5
2014,T Panyangara (ZIM),31
2014,WD Parnell (SA),61
2014,AR Patel (INDIA),40
2014,RR Patel (KENYA),48
2014,SP Patil (UAE),107
2014,JL Pattinson (AUS),4
2014,MDKJ Perera (SL),506
2014,NLTC Perera (SL),395
2014,RJ Peterson (SA),11
2014,AM Phangiso (SA),18
2014,VD Philander (SA),4
2014,KA Pollard (WI),173
2014,WTS Porterfield (IRE),62
2014,KOA Powell (WI),153
2014,AD Poynter (IRE),55
2014,SW Poynter (IRE),15
2014,KTGD Prasad (SL),64
2014,S Prasanna (SL),79
2014,SMA Priyanjan (SL),327
2014,CA Pujara (INDIA),38
2014,AM Rahane (INDIA),768
2014,Rahmat Shah (AFG),61
2014,SK Raina (INDIA),539
2014,D Ramdin (WI),516
2014,R Rampaul (WI),17
2014,AT Rayudu (INDIA),584
2014,Raza-ur-Rehman (CAN),104
2014,Raza Hasan (PAK),0
2014,KW Richardson (AUS),11
2014,Rohan Mustafa (UAE),51
2014,L Ronchi (NZ),418
2014,JE Root (ENG),872
2014,RR Rossouw (SA),145
2014,Rubel Hossain (BDESH),39
2014,AD Russell (WI),57
2014,JD Ryder (NZ),262
2014,Sabbir Rahman (BDESH),83
2014,Saeed Ajmal (PAK),17
2014,WP Saha (INDIA),37
2014,Salman Faris (UAE),43
2014,Samiullah Shinwari (AFG),497
2014,DJG Sammy (WI),126
2014,MN Samuels (WI),303
2014,KC Sangakkara (SL),1256
2014,Saqib Ali (UAE),55
2014,Saqlain Haider (UAE),28
2014,Sarfaraz Ahmed (PAK),254
2014,SMSM Senanayake (SL),105
2014,Shafiqullah (AFG),179
2014,Shafiul Islam (BDESH),15
2014,KD Shah (HKG),24
2014,Shahid Afridi (PAK),354
2014,Shaiman Anwar (UAE),129
2014,Shamsur Rahman (BDESH),145
2014,Shapoor Zadran (AFG),20
2014,Shakib Al Hasan (BDESH),289
2014,Sharafuddin Ashraf (AFG),18
2014,SM Sharif (SCOT),32
2014,Sharjeel Khan (PAK),93
2014,I Sharma (INDIA),6
2014,MM Sharma (INDIA),13
2014,RG Sharma (INDIA),578
2014,V Shetty (UAE),9
2014,L Siaka (PNG),140
2014,V Sibanda (ZIM),106
2014,Sikandar Raza (ZIM),399
2014,LMP Simmons (WI),262
2014,Skhawat Ali (HKG),38
2014,DR Smith (WI),236
2014,SPD Smith (AUS),541
2014,Sohag Gazi (BDESH),69
2014,Sohaib Maqsood (PAK),209
2014,Sohail Tanvir (PAK),52
2014,MC Sorensen (IRE),42
2014,Soumya Sarkar (BDESH),20
2014,TG Southee (NZ),44
2014,MA Starc (AUS),39
2014,DW Steyn (SA),60
2014,PR Stirling (IRE),8
2014,BA Stokes (ENG),195
2014,MR Swart (NL),29
2014,ES Szwarczynski (NL),132
2014,Tamim Iqbal (BDESH),269
2014,Tanwir Afzal (HKG),8
2014,Taskin Ahmed (BDESH),0
2014,BRM Taylor (ZIM),411
2014,JE Taylor (WI),11
2014,LRPL Taylor (NZ),662
2014,RML Taylor (SCOT),61
2014,JWA Taylor (ENG),170
2014,WU Tharanga (SL),111
2014,HDRL Thirimanne (SL),698
2014,SR Thompson (IRE),130
2014,SO Tikolo (KENYA),7
2014,DT Tiripano (ZIM),4
2014,MK Tiwary (INDIA),2
2014,JC Tredwell (ENG),106
2014,Umar Akmal (PAK),362
2014,Umar Amin (PAK),19
2014,Umar Gul (PAK),29
2014,TP Ura (PNG),17
2014,Usman Ghani (AFG),316
2014,Usman Limbada (CAN),19
2014,RV Uthappa (INDIA),104
2014,P Utseya (ZIM),66
2014,A Vala (PNG),16
2014,HA Varaiya (KENYA),13
2014,JNT Vare (PNG),16
2014,DL Vettori (NZ),41
2014,KDK Vithanage (SL),34
2014,BV Vitori (ZIM),23
2014,MS Wade (AUS),171
2014,Wahab Riaz (PAK),35
2014,MN Waller (ZIM),65
2014,CAK Walton (WI),17
2014,Waqas Barkat (HKG),46
2014,I Wardlaw (SCOT),2
2014,DA Warner (AUS),406
2014,SR Watson (AUS),165
2014,AR White (IRE),7
2014,SC Williams (ZIM),299
2014,KS Williamson (NZ),770
2014,GC Wilson (IRE),65
2014,CR Woakes (ENG),157
2014,LJ Wright (ENG),1
2014,UT Yadav (INDIA),17
2014,CA Young (IRE),11
2014,Younis Khan (PAK),163
2014,Zeeshan Siddiqi (CAN),7
2014,Ziaur Rahman (BDESH),73
2014,Zulfiqar Babar (PAK),34
2015,Aamer Yamin (PAK),63
2015,KJ Abbott (SA),26
2015,Abdul Shakoor (UAE),44
2015,Afsar Zazai (AFG),103
2015,Aftab Alam (AFG),18
2015,AC Agar (AUS),5
2015,Ahmed Raza (UAE),16
2015,Ahmed Shehzad (PAK),570
2015,Aizaz Khan (HKG),37
2015,MM Ali (ENG),376
2015,Al-Amin Hossain (BDESH),1
2015,Amir Hamza (AFG),6
2015,Amjad Ali (UAE),128
2015,Amjad Javed (UAE),170
2015,HM Amla (SA),1062
2015,Anamul Haque (BDESH),58
2015,CJ Anderson (NZ),441
2015,JM Anderson (ENG),14
2015,Anshuman Rath (HKG),89
2015,Anwar Ali (PAK),132
2015,Arafat Sunny (BDESH),38
2015,Asad Shafiq (PAK),94
2015,Asghar Afghan (AFG),250
2015,R Ashwin (INDIA),48
2015,Asif Iqbal (UAE),8
2015,Azhar Ali (PAK),775
2015,Babar Azam (PAK),230
2015,Babar Hayat (HKG),54
2015,GJ Bailey (AUS),291
2015,JM Bairstow (ENG),141
2015,A Balbirnie (IRE),362
2015,GS Ballance (ENG),36
2015,F Behardien (SA),400
2015,IR Bell (ENG),509
2015,SJ Benn (WI),28
2015,AR Berenger (UAE),53
2015,RD Berrington (SCOT),234
2015,Bilal Asif (PAK),40
2015,Bilawal Bhatti (PAK),9
2015,SW Billings (ENG),90
2015,STR Binny (INDIA),190
2015,J Blackwood (WI),11
2015,RS Bopara (ENG),57
2015,TA Boult (NZ),13
2015,DAJ Bracewell (NZ),43
2015,CR Brathwaite (WI),60
2015,DM Bravo (WI),112
2015,SCJ Broad (ENG),40
2015,JA Burns (AUS),146
2015,JC Buttler (ENG),642
2015,C Carter (HKG),3
2015,JL Carter (WI),212
2015,RW Chakabva (ZIM),114
2015,PVD Chameera (SL),36
2015,LD Chandimal (SL),325
2015,MS Chapman (HKG),151
2015,BB Chari (ZIM),76
2015,J Charles (WI),146
2015,TL Chatara (ZIM),23
2015,CJ Chibhabha (ZIM),859
2015,E Chigumbura (ZIM),772
2015,TS Chisoro (ZIM),30
2015,MJ Clarke (AUS),219
2015,KJ Coetzer (SCOT),293
2015,FRJ Coleman (SCOT),79
2015,SS Cottrell (WI),3
2015,NM Coulter-Nile (AUS),0
2015,CK Coventry (ZIM),10
2015,AG Cremer (ZIM),122
2015,MH Cross (SCOT),140
2015,PJ Cummins (AUS),12
2015,AR Cusack (IRE),56
2015,JH Davey (SCOT),130
2015,Dawlat Zadran (AFG),89
2015,Q de Kock (SA),511
2015,N Deonarine (WI),53
2015,AB de Villiers (SA),1193
2015,S Dhawan (INDIA),745
2015,MS Dhoni (INDIA),640
2015,TM Dilshan (SL),1207
2015,GH Dockrell (IRE),80
2015,XJ Doherty (AUS),0
2015,JP Duminy (SA),366
2015,F du Plessis (SA),884
2015,Ehsan Adil (PAK),22
2015,D Elgar (SA),5
2015,GD Elliott (NZ),850
2015,RMS Eranga (SL),5
2015,CR Ervine (ZIM),698
2015,AC Evans (SCOT),39
2015,JP Faulkner (AUS),144
2015,Fawad Alam (PAK),18
2015,N Pradeep (SL),3
2015,AJ Finch (AUS),561
2015,ST Finn (ENG),25
2015,ADS Fletcher (WI),9
2015,HJW Gardiner (SCOT),125
2015,CH Gayle (WI),411
2015,Gulbadin Naib (AFG),0
2015,MD Gunathilaka (SL),102
2015,MJ Guptill (NZ),1489
2015,AM Guruge (UAE),14
2015,BJ Haddin (AUS),206
2015,AD Hales (ENG),453
2015,Hamid Hassan (AFG),38
2015,Hammad Azam (PAK),4
2015,RM Haq (SCOT),57
2015,Harbhajan Singh (INDIA),47
2015,Haris Sohail (PAK),494
2015,Haseeb Amjad (HKG),4
2015,JW Hastings (AUS),34
2015,MC Henriques (AUS),4
2015,MJ Henry (NZ),32
2015,HMRKB Herath (SL),14
2015,JO Holder (WI),263
2015,Iftikhar Ahmed (PAK),8
2015,Imad Wasim (PAK),76
2015,Imran Tahir (SA),26
2015,Imrul Kayes (BDESH),158
2015,Izatullah Dawlatzai (AFG),0
2015,RA Jadeja (INDIA),113
2015,KM Jadhav (INDIA),126
2015,Javed Ahmadi (AFG),286
2015,GSNFG Jayasuriya (SL),11
2015,DPMD Jayawardene (SL),403
2015,LR Johnson (WI),19
2015,MG Johnson (AUS),34
2015,LM Jongwe (ZIM),195
2015,CJ Jordan (ENG),22
2015,EC Joyce (IRE),467
2015,Jubair Hossain (BDESH),5
2015,Junaid Khan (PAK),9
2015,Kamran Shazad (UAE),0
2015,TP Kamungozi (ZIM),6
2015,CK Kapugedera (SL),20
2015,FDM Karunaratne (SL),106
2015,PHT Kaushal (SL),0
2015,Khurram Khan (UAE),155
2015,V Kohli (INDIA),623
2015,Krishna Chandran (UAE),38
2015,KMDN Kulasekara (SL),131
2015,DS Kulkarni (INDIA),2
2015,B Kumar (INDIA),49
2015,RAS Lakmal (SL),20
2015,TWM Latham (NZ),486
2015,MA Leask (SCOT),60
2015,Liton Das (BDESH),124
2015,AR McBrine (IRE),46
2015,MJ McClenaghan (NZ),23
2015,BB McCullum (NZ),764
2015,NL McCullum (NZ),87
2015,MW Machan (SCOT),309
2015,CS MacLeod (SCOT),53
2015,N Madziva (ZIM),5
2015,Mahmudullah (BDESH),506
2015,SL Malinga (SL),33
2015,MR Marsh (AUS),236
2015,SE Marsh (AUS),45
2015,H Masakadza (ZIM),469
2015,WP Masakadza (ZIM),14
2015,Mashrafe Mortaza (BDESH),96
2015,AD Mathews (SL),438
2015,AW Mathieson (NZ),0
2015,S Matsikenyeri (ZIM),19
2015,GJ Maxwell (AUS),644
2015,BAW Mendis (SL),25
2015,BMAJ Mendis (SL),69
2015,DA Miller (SA),729
2015,KD Mills (NZ),30
2015,AF Milne (NZ),63
2015,SF Mire (ZIM),64
