Year,Player,Runs
2002,AJ Hall (SA),44
2002,Hannan Sarkar (BDESH),28
2002,Harbhajan Singh (INDIA),115
2002,SJ Harmison (ENG),2
2002,CZ Harris (NZ),606
2002,MN Hart (NZ),12
2002,RG Hart (NZ),0
2002,IJ Harvey (AUS),66
2002,NM Hauritz (AUS),13
2002,ML Hayden (AUS),878
2002,RO Hinds (WI),62
2002,WW Hinds (WI),507
2002,PA Hitchcock (NZ),11
2002,MJ Hoggard (ENG),5
2002,BC Hollioake (ENG),50
2002,DT Hondo (ZIM),32
2002,CL Hooper (WI),516
2002,MJ Horne (NZ),140
2002,N Hussain (ENG),801
2002,Imran Nazir (PAK),483
2002,Inzamam-ul-Haq (PAK),743
2002,RC Irani (ENG),215
2002,RD Jacobs (WI),220
2002,Javed Omar (BDESH),93
2002,ST Jayasuriya (SL),1077
2002,DPMD Jayawardene (SL),791
2002,M Kaif (INDIA),692
2002,JH Kallis (SA),1204
2002,RS Kaluwitharana (SL),155
2002,JK Kamande (KENYA),49
2002,Kamran Akmal (PAK),141
2002,M Kartik (INDIA),13
2002,JM Kemp (SA),11
2002,Khaled Mahmud (BDESH),163
2002,Khaled Mashud (BDESH),313
2002,Z Khan (INDIA),44
2002,G Kirsten (SA),463
2002,RJ Kirtley (ENG),1
2002,JF Kloppenburg (NL),7
2002,L Klusener (SA),510
2002,NV Knight (ENG),852
2002,A Kumble (INDIA),70
2002,MKGCP Lakshitha (SL),3
2002,CK Langeveldt (SA),3
2002,BC Lara (WI),292
2002,VVS Laxman (INDIA),613
2002,B Lee (AUS),154
2002,RP Lefebvre (NL),36
2002,DS Lehmann (AUS),520
2002,BB McCullum (NZ),103
2002,GD McGrath (AUS),18
2002,ND McKenzie (SA),363
2002,CD McMillan (NZ),851
2002,JP Maher (AUS),228
2002,Manjural Islam (BDESH),26
2002,DA Marillier (ZIM),79
2002,DR Martyn (AUS),718
2002,S Matsikenyeri (ZIM),1
2002,Mazharul Haque (BDESH),3
2002,M Mbangwa (ZIM),1
2002,Mehrab Hossain (BDESH),62
2002,KD Mills (NZ),52
2002,Misbah-ul-Haq (PAK),215
2002,HS Modi (KENYA),115
2002,Mohammad Ashraful (BDESH),125
2002,Mohammad Rafique (BDESH),51
2002,Mohammad Sami (PAK),5
2002,Mohammad Sharif (BDESH),11
2002,HJC Mol (NL),0
2002,D Mongia (INDIA),740
2002,RS Morton (WI),19
2002,J Mubarak (SL),33
2002,M Muralitharan (SL),32
2002,BA Murphy (ZIM),11
2002,MV Nagamootoo (WI),26
2002,Naimur Rahman (BDESH),47
2002,DJ Nash (NZ),45
2002,Naved Latif (PAK),112
2002,MN Nawaz (SL),26
2002,A Nehra (INDIA),30
2002,CJ Nevin (NZ),316
2002,RAP Nissanka (SL),18
2002,ML Nkala (ZIM),9
2002,M Ntini (SA),20
2002,CO Obuya (KENYA),64
2002,DO Obuya (KENYA),34
2002,TM Odoyo (KENYA),110
2002,MO Odumbe (KENYA),139
2002,HK Olonga (ZIM),44
2002,PJ Ongondo (KENYA),2
2002,JL Ontong (SA),42
2002,LN Onyango (KENYA),1
2002,JDP Oram (NZ),138
2002,KO Otieno (KENYA),226
2002,AC Parore (NZ),109
2002,BJ Patel (KENYA),185
2002,RJ Peterson (SA),16
2002,SM Pollock (SA),362
2002,RT Ponting (AUS),882
2002,RL Powell (WI),242
2002,RW Price (ZIM),7
2002,AG Prince (SA),14
2002,Rafiqul Islam (BDESH),0
2002,Rashid Latif (PAK),435
2002,A Ratra (INDIA),90
2002,JN Rhodes (SA),1066
2002,MH Richardson (NZ),42
2002,BG Rogers (ZIM),13
2002,Saeed Anwar (PAK),257
2002,Saleem Elahi (PAK),466
2002,TT Samaraweera (SL),109
2002,MN Samuels (WI),404
2002,KC Sangakkara (SL),829
2002,Sanwar Hossain (BDESH),76
2002,Saqlain Mushtaq (PAK),44
2002,Sarandeep Singh (INDIA),28
2002,RR Sarwan (WI),878
2002,E Schiferli (NL),15
2002,RH Scholte (NL),23
2002,V Sehwag (INDIA),1130
2002,OA Shah (ENG),132
2002,RD Shah (KENYA),41
2002,Shahid Afridi (PAK),743
2002,Shoaib Akhtar (PAK),12
2002,Shoaib Malik (PAK),369
2002,LPC Silva (SL),39
2002,RW Sims (ZIM),7
2002,MS Sinclair (NZ),225
2002,GC Smith (SA),743
2002,JN Snape (ENG),94
2002,RS Sodhi (INDIA),1
2002,J Srinath (INDIA),18
2002,AJ Stewart (ENG),290
2002,ELR Stewart (SA),4
2002,HH Streak (ZIM),118
2002,SB Styris (NZ),358
2002,AO Suji (KENYA),40
2002,MA Suji (KENYA),52
2002,A Symonds (AUS),57
2002,T Taibu (ZIM),107
2002,Talha Jubair (BDESH),1
2002,Tapash Baisya (BDESH),73
2002,Tareq Aziz (BDESH),7
2002,Taufeeq Umar (PAK),152
2002,R Telemachus (SA),5
2002,SR Tendulkar (INDIA),741
2002,GP Thorpe (ENG),260
2002,SO Tikolo (KENYA),258
2002,HP Tillakaratne (SL),18
2002,ME Trescothick (ENG),950
2002,AJ Tudor (ENG),9
2002,DR Tuffey (NZ),57
2002,Tushar Imran (BDESH),271
2002,WPUJC Vaas (SL),253
2002,DLS van Bunge (NL),4
2002,M van Jaarsveld (SA),42
2002,RF van Oosterom (NL),0
2002,LP van Troost (NL),16
2002,MP Vaughan (ENG),253
2002,MA Vermeulen (ZIM),170
2002,DL Vettori (NZ),139
2002,R Vijay Bharadwaj (INDIA),0
2002,L Vincent (NZ),595
2002,BGK Walker (NZ),34
2002,Waqar Younis (PAK),97
2002,SK Warne (AUS),181
2002,Wasim Akram (PAK),287
2002,SR Watson (AUS),236
2002,ME Waugh (AUS),126
2002,SR Waugh (AUS),187
2002,C White (ENG),152
2002,GJ Whittall (ZIM),33
2002,GP Wickramasinghe (SL),5
2002,BA Williams (AUS),13
2002,CB Wishart (ZIM),54
2002,Jai P Yadav (INDIA),0
2002,T Yohannan (INDIA),7
2002,Younis Khan (PAK),1173
2002,Yousuf Youhana (PAK),1362
2002,Yuvraj Singh (INDIA),659
2002,M Zondeki (SA),3
2002,DNT Zoysa (SL),47
2002,B Zuiderent (NL),7
2003,Abdul Razzaq (PAK),600
2003,AR Adams (NZ),128
2003,PR Adams (SA),33
2003,Adeel Raja (NL),2
2003,AB Agarkar (INDIA),104
2003,Akram Khan (BDESH),119
2003,Alok Kapali (BDESH),484
2003,Al Sahariar (BDESH),54
2003,JM Anderson (ENG),21
2003,JO Angara (KENYA),0
2003,RP Arnold (SL),157
2003,NJ Astle (NZ),260
2003,MS Atapattu (SL),812
2003,Azhar Mahmood (PAK),78
2003,HK Badani (INDIA),71
2003,A Bagai (CAN),56
2003,SV Bahutule (INDIA),11
2003,SB Bangar (INDIA),18
2003,OAC Banks (WI),44
2003,CS Baugh (WI),65
2003,DE Bernard (WI),7
2003,MG Bevan (AUS),784
2003,AJ Bichel (AUS),243
2003,IS Billcliff (CAN),147
2003,ID Blackwell (ENG),70
2003,AM Blignaut (ZIM),210
2003,N Boje (SA),54
2003,SE Bond (NZ),36
2003,MV Boucher (SA),372
2003,NW Bracken (AUS),7
2003,GB Brent (ZIM),10
2003,AJ Burger (NAM),199
2003,LJ Burger (NAM),11
2003,SF Burger (NAM),11
2003,AR Caddick (ENG),64
2003,CL Cairns (NZ),585
2003,ADR Campbell (ZIM),7
2003,TK Canning (NZ),36
2003,UDU Chandana (SL),122
2003,S Chanderpaul (WI),246
2003,DR Chumney (CAN),68
2003,MJ Clarke (AUS),327
2003,R Clarke (ENG),66
2003,A Codrington (CAN),28
2003,PD Collingwood (ENG),411
2003,PT Collins (WI),1
2003,CD Collymore (WI),17
2003,CK Coventry (ZIM),3
2003,CD Cumming (NZ),58
2003,Danish Kaneria (PAK),1
2003,JM Davison (CAN),226
2003,AC Dawson (SA),30
2003,NA de Groot (CAN),44
2003,TBM de Leede (NL),98
2003,PA de Silva (SL),390
2003,HDPK Dharmasena (SL),156
2003,M Dillon (WI),44
2003,TM Dilshan (SL),111
2003,HH Dippenaar (SA),479
2003,AA Donald (SA),0
2003,VC Drakes (WI),68
2003,R Dravid (INDIA),623
2003,DD Ebrahim (ZIM),219
2003,Ehsanul Haque (BDESH),28
2003,SM Ervine (ZIM),229
2003,JJ Esmeijer (NL),3
2003,Faisal Athar (PAK),9
2003,Faisal Iqbal (PAK),117
2003,CRD Fernando (SL),30
2003,TCB Fernando (SL),18
2003,SP Fleming (NZ),681
2003,A Flintoff (ENG),631
2003,A Flower (ZIM),332
2003,GW Flower (ZIM),468
2003,TJ Friend (ZIM),137
2003,D Gamage (SL),3
2003,G Gambhir (INDIA),113
2003,SC Ganguly (INDIA),756
2003,CH Gayle (WI),981
2003,HH Gibbs (SA),693
2003,AC Gilchrist (AUS),1098
2003,AF Giles (ENG),64
2003,JN Gillespie (AUS),7
2003,D Gough (ENG),14
2003,TR Gripper (ZIM),39
2003,PW Gunaratne (SL),15
2003,DA Gunawardene (SL),152
2003,Habibul Bashar (BDESH),228
2003,AJ Hall (SA),151
2003,Hannan Sarkar (BDESH),242
2003,Harbhajan Singh (INDIA),75
2003,SJ Harmison (ENG),7
2003,CZ Harris (NZ),295
2003,JV Harris (CAN),91
2003,IJ Harvey (AUS),173
2003,Hasibul Hossain (BDESH),10
2003,NM Hauritz (AUS),22
2003,ML Hayden (AUS),1037
2003,WW Hinds (WI),687
2003,PA Hitchcock (NZ),19
2003,GB Hogg (AUS),226
2003,MJ Hoggard (ENG),5
2003,DT Hondo (ZIM),24
2003,CL Hooper (WI),99
2003,RO Hurley (WI),0
2003,N Hussain (ENG),127
2003,N Ifill (CAN),16
2003,Imran Farhat (PAK),348
2003,Imran Nazir (PAK),69
2003,Inzamam-ul-Haq (PAK),418
2003,RC Irani (ENG),67
2003,RD Jacobs (WI),132
2003,Jamaluddin Ahmed (BDESH),18
2003,Javed Omar (BDESH),37
2003,ST Jayasuriya (SL),860
2003,DPMD Jayawardene (SL),313
2003,HAPW Jayawardene (SL),4
2003,RL Johnson (ENG),16
2003,RA Jones (NZ),168
2003,D Joseph (CAN),13
2003,Junaid Zia (PAK),2
2003,M Kaif (INDIA),478
2003,AV Kale (INDIA),10
2003,JH Kallis (SA),595
2003,RS Kaluwitharana (SL),205
2003,JK Kamande (KENYA),3
2003,Kamran Akmal (PAK),26
2003,M Karg (NAM),45
2003,AY Karim (KENYA),0
2003,M Kartik (INDIA),6
2003,D Keulder (NAM),132
2003,RWT Key (ENG),11
2003,Khaled Mahmud (BDESH),243
2003,Khaled Mashud (BDESH),217
2003,Z Khan (INDIA),107
2003,G Kirsten (SA),186
2003,JF Kloppenburg (NL),158
2003,L Klusener (SA),91
2003,NV Knight (ENG),339
2003,BL Kotze (NAM),27
2003,DB Kotze (NAM),82
2003,A Kumble (INDIA),66
2003,MKGCP Lakshitha (SL),4
2003,BC Lara (WI),888
2003,VVS Laxman (INDIA),232
2003,B Lee (AUS),85
2003,RP Lefebvre (NL),57
2003,DS Lehmann (AUS),467
2003,KS Lokuarachchi (SL),51
2003,AS Luseno (KENYA),0
2003,BB McCullum (NZ),270
2003,A McGrath (ENG),143
2003,GD McGrath (AUS),6
2003,ND McKenzie (SA),260
2003,NAM McLean (WI),5
2003,CD McMillan (NZ),273
2003,JP Maher (AUS),189
2003,Manjural Islam (BDESH),11
2003,Manjural Islam Rana (BDESH),46
2003,I Maraj (CAN),98
2003,A Maregwede (ZIM),0
2003,DA Marillier (ZIM),253
2003,HJH Marshall (NZ),243
2003,DR Martyn (AUS),878
2003,Mashrafe Mortaza (BDESH),52
2003,MJ Mason (NZ),13
2003,S Matsikenyeri (ZIM),101
2003,Mehrab Hossain (BDESH),36
2003,KD Mills (NZ),45
2003,Misbah-ul-Haq (PAK),67
2003,HS Modi (KENYA),159
2003,Mohammad Ashraful (BDESH),155
2003,Mohammad Hafeez (PAK),419
2003,Mohammad Rafique (BDESH),193
2003,Mohammad Salim (BDESH),9
2003,Mohammad Sami (PAK),115
2003,Moin Khan (PAK),59
2003,HJC Mol (NL),38
2003,D Mongia (INDIA),237
2003,Moniruzzaman (BDESH),1
2003,J Mubarak (SL),35
2003,M Muralitharan (SL),72
2003,GB Murgatroyd (NAM),90
2003,BA Murphy (ZIM),3
2003,Mushfiqur Rahman (BDESH),122
2003,Nafees Iqbal (BDESH),13
2003,Naved-ul-Hasan (PAK),13
2003,Naved Latif (PAK),7
2003,A Nehra (INDIA),11
2003,A Nel (SA),2
2003,CJ Nevin (NZ),125
2003,RAP Nissanka (SL),33
2003,M Ntini (SA),45
2003,CO Obuya (KENYA),98
2003,DO Obuya (KENYA),84
2003,TM Odoyo (KENYA),245
2003,MO Odumbe (KENYA),324
2003,HK Olonga (ZIM),3
2003,PJ Ongondo (KENYA),98
2003,JDP Oram (NZ),239
2003,KO Otieno (KENYA),193
2003,A Patel (CAN),25
2003,BJ Patel (KENYA),87
2003,PA Patel (INDIA),66
2003,RJ Peterson (SA),13
2003,SM Pollock (SA),170
2003,RT Ponting (AUS),1154
2003,RL Powell (WI),302
2003,RW Price (ZIM),32
2003,Rajin Saleh (BDESH),269
2003,R Rampaul (WI),1
2003,Rashid Latif (PAK),357
2003,CMW Read (ENG),84
2003,GJ Rennie (ZIM),50
2003,JN Rhodes (SA),2
2003,BG Rogers (ZIM),34
2003,JA Rudolph (SA),500
2003,Saeed Anwar (PAK),218
2003,Saleem Elahi (PAK),183
2003,AM Salvi (INDIA),4
2003,AM Samad (CAN),12
2003,MN Samuels (WI),325
2003,KC Sangakkara (SL),695
2003,Sanwar Hossain (BDESH),129
2003,Saqlain Mushtaq (PAK),17
2003,Sarandeep Singh (INDIA),19
2003,RR Sarwan (WI),479
2003,AF Sattaur (CAN),20
2003,E Schiferli (NL),75
2003,RH Scholte (NL),16
2003,BB Seebaran (CAN),4
2003,V Sehwag (INDIA),871
2003,Shabbir Ahmed (PAK),6
2003,OA Shah (ENG),47
2003,RD Shah (KENYA),265
2003,Shahid Afridi (PAK),16
2003,Shoaib Akhtar (PAK),151
2003,Shoaib Malik (PAK),620
2003,V Sibanda (ZIM),84
2003,RW Sims (ZIM),24
2003,MS Sinclair (NZ),188
2003,DS Smith (WI),36
2003,GC Smith (SA),600
2003,J Smits (NL),58
2003,G Snyman (NAM),5
2003,VS Solanki (ENG),277
2003,J Srinath (INDIA),28
2003,NA Statham (NL),7
2003,AJ Stewart (ENG),287
2003,AJ Strauss (ENG),3
2003,HH Streak (ZIM),469
2003,SB Styris (NZ),646
2003,AO Suji (KENYA),10
2003,MA Suji (KENYA),43
2003,SJ Swanepoel (NAM),43
2003,A Symonds (AUS),734
2003,T Taibu (ZIM),386
2003,Talha Jubair (BDESH),4
2003,Tapash Baisya (BDESH),84
2003,Tareq Aziz (BDESH),4
2003,Taufeeq Umar (PAK),246
2003,SR Tendulkar (INDIA),1141
2003,S Thuraisingam (CAN),25
2003,SO Tikolo (KENYA),260
2003,HP Tillakaratne (SL),332
2003,ME Trescothick (ENG),867
2003,JO Troughton (ENG),36
2003,DR Tuffey (NZ),39
2003,Tushar Imran (BDESH),126
2003,Umar Gul (PAK),2
2003,WPUJC Vaas (SL),149
2003,DLS van Bunge (NL),135
2003,M van Jaarsveld (SA),82
2003,KJJ van Noortwijk (NL),154
2003,BO van Rooi (NAM),26
2003,M van Schoor (NAM),58
2003,LP van Troost (NL),96
2003,RJ van Vuuren (NAM),26
2003,MN van Wyk (SA),17
2003,MP Vaughan (ENG),587
2003,MA Vermeulen (ZIM),240
2003,DL Vettori (NZ),107
2003,L Vincent (NZ),210
2003,MDJ Walker (NZ),10
2003,R Walters (NAM),0
2003,Waqar Younis (PAK),17
2003,SK Warne (AUS),0
2003,Wasim Akram (PAK),71
2003,SR Watson (AUS),52
2003,K Weeraratne (SL),1
2003,C White (ENG),79
2003,GJ Whittall (ZIM),59
2003,BA Williams (AUS),14
2003,CM Willoughby (SA),0
2003,PJ Wiseman (NZ),2
2003,CB Wishart (ZIM),433
2003,Yasir Hameed (PAK),898
2003,Younis Khan (PAK),685
2003,Yousuf Youhana (PAK),1168
2003,Yuvraj Singh (INDIA),600
2003,M Zondeki (SA),1
2003,B Zuiderent (NL),35
2004,Abdul Razzaq (PAK),640
2004,Abdul Rehman (UAE),1
2004,Abdur Razzak (BDESH),39
2004,AR Adams (NZ),9
2004,Aftab Ahmed (BDESH),143
2004,Afzaal Haider (HKG),22
2004,RG Aga (KENYA),1
2004,AB Agarkar (INDIA),179
2004,Aijaz Ali (USA),5
2004,RP Alexander (USA),34
2004,Ali Asad (UAE),21
2004,Alok Kapali (BDESH),102
2004,JM Anderson (ENG),13
2004,RP Arnold (SL),101
2004,Arshad Ali (UAE),7
2004,Asghar Ali (UAE),14
2004,Asim Saeed (UAE),12
2004,NJ Astle (NZ),490
2004,MS Atapattu (SL),729
2004,Azhar Mahmood (PAK),48
2004,HK Badani (INDIA),141
2004,L Balaji (INDIA),95
2004,SB Bangar (INDIA),3
2004,GJ Batty (ENG),1
2004,CS Baugh (WI),3
2004,Bazid Khan (PAK),12
2004,IR Bell (ENG),163
2004,TL Best (WI),4
2004,MG Bevan (AUS),278
2004,AJ Bichel (AUS),37
2004,ID Blackwell (ENG),36
2004,DL Blake (USA),0
2004,AM Blignaut (ZIM),78
2004,N Boje (SA),142
2004,MV Boucher (SA),262
2004,IDR Bradshaw (WI),58
2004,DJ Bravo (WI),100
2004,GB Brent (ZIM),18
2004,CO Browne (WI),35
2004,IG Butler (NZ),0
2004,CL Cairns (NZ),429
2004,SV Carlisle (ZIM),304
2004,UDU Chandana (SL),315
2004,S Chanderpaul (WI),668
2004,M Cheruparambil (HKG),30
2004,E Chigumbura (ZIM),308
2004,MJ Clarke (AUS),615
2004,R Clarke (ENG),33
2004,PD Collingwood (ENG),363
2004,CD Collymore (WI),12
2004,CD Cumming (NZ),80
2004,AC Dawson (SA),29
2004,JH Desai (USA),16
2004,HDPK Dharmasena (SL),26
2004,MS Dhoni (INDIA),19
2004,M Dillon (WI),15
2004,TM Dilshan (SL),471
2004,HH Dippenaar (SA),256
2004,VC Drakes (WI),1
2004,R Dravid (INDIA),1025
2004,JP Duminy (SA),29
2004,DD Ebrahim (ZIM),490
2004,FH Edwards (WI),4
2004,SM Ervine (ZIM),320
2004,GM Ewing (ZIM),0
2004,Fahad Usman (UAE),9
2004,Faisal Hossain (BDESH),35
2004,CRD Fernando (SL),3
2004,SP Fleming (NZ),921
2004,A Flintoff (ENG),633
2004,GW Flower (ZIM),259
2004,AN French (HKG),24
2004,TJ Friend (ZIM),16
2004,PG Fulton (NZ),9
2004,SC Ganguly (INDIA),947
2004,RS Gavaskar (INDIA),151
2004,CH Gayle (WI),722
2004,HH Gibbs (SA),398
2004,AC Gilchrist (AUS),879
2004,AF Giles (ENG),96
2004,JN Gillespie (AUS),56
2004,D Gough (ENG),45
2004,DA Gunawardene (SL),366
2004,Habibul Bashar (BDESH),266
2004,BJ Haddin (AUS),83
2004,Hannan Sarkar (BDESH),113
2004,Harbhajan Singh (INDIA),62
2004,SJ Harmison (ENG),24
2004,CZ Harris (NZ),129
2004,IJ Harvey (AUS),113
2004,Hasibul Hossain (BDESH),1
2004,ML Hayden (AUS),946
2004,HMRKB Herath (SL),0
2004,RO Hinds (WI),8
2004,WW Hinds (WI),105
2004,GB Hogg (AUS),148
2004,DT Hondo (ZIM),32
2004,GJ Hopkins (NZ),0
2004,RO Hurley (WI),13
2004,MEK Hussey (AUS),17
2004,Ilyas Gull (HKG),17
2004,Imran Farhat (PAK),290
2004,Imran Nazir (PAK),52
2004,Inzamam-ul-Haq (PAK),911
2004,RD Jacobs (WI),88
2004,Javed Omar (BDESH),159
2004,WS Jayantha (SL),400
2004,ST Jayasuriya (SL),724
2004,DPMD Jayawardene (SL),676
2004,Joginder Sharma (INDIA),34
2004,HR Johnson (USA),9
2004,MR Johnson (USA),20
2004,GO Jones (ENG),264
2004,SC Joseph (WI),30
2004,M Kaif (INDIA),564
2004,JH Kallis (SA),770
2004,RS Kaluwitharana (SL),2
2004,SHT Kandamby (SL),23
2004,KD Karthik (INDIA),1
2004,M Kartik (INDIA),61
2004,MS Kasprowicz (AUS),11
2004,SM Katich (AUS),44
2004,RWT Key (ENG),43
2004,Khaled Mahmud (BDESH),181
2004,Khaled Mashud (BDESH),399
2004,Khalid Khan (HKG),5
2004,Z Khan (INDIA),44
2004,Khurram Khan (UAE),13
2004,L Klusener (SA),195
2004,KMDN Kulasekara (SL),5
2004,A Kumble (INDIA),26
2004,SB Lama (HKG),16
2004,CB Lambert (USA),39
2004,JPR Lamsam (HKG),8
2004,CK Langeveldt (SA),2
2004,BC Lara (WI),484
2004,JJC Lawson (WI),4
2004,VVS Laxman (INDIA),837
2004,B Lee (AUS),62
2004,DS Lehmann (AUS),275
2004,KS Lokuarachchi (SL),40
2004,BB McCullum (NZ),244
2004,A McGrath (ENG),23
2004,GD McGrath (AUS),0
2004,CD McMillan (NZ),484
2004,MF Maharoof (SL),101
2004,SI Mahmood (ENG),1
2004,NB Mahwire (ZIM),11
2004,SL Malinga (SL),6
2004,Manjural Islam Rana (BDESH),201
2004,A Maregwede (ZIM),95
2004,HJH Marshall (NZ),590
2004,DR Martyn (AUS),611
2004,H Masakadza (ZIM),90
2004,Mashrafe Mortaza (BDESH),70
2004,SJ Massiah (USA),23
2004,S Matsikenyeri (ZIM),394
2004,KD Mills (NZ),53
2004,Misbah-ul-Haq (PAK),23
2004,HS Modi (KENYA),23
2004,Mohammad Ashraful (BDESH),332
2004,Mohammad Rafique (BDESH),150
2004,Mohammad Sami (PAK),70
2004,Mohammad Tauqir (UAE),61
2004,Moin Khan (PAK),354
2004,D Mongia (INDIA),12
2004,JA Morkel (SA),40
2004,CB Mpofu (ZIM),2
2004,T Mupariwa (ZIM),27
2004,M Muralitharan (SL),11
2004,Mushfiqur Rahman (BDESH),178
2004,W Mwayenga (ZIM),1
2004,Nadeem Ahmed (HKG),1
2004,Naeemuddin Aslam (UAE),12
2004,Nafees Iqbal (BDESH),110
2004,Najeeb Amar (HKG),4
2004,Nasir Hameed (HKG),0
2004,Nasir Javed (USA),2
2004,Naved-ul-Hasan (PAK),40
2004,Nazmul Hossain (BDESH),12
2004,A Nehra (INDIA),24
2004,ML Nkala (ZIM),123
2004,M Ntini (SA),63
2004,TM Odoyo (KENYA),15
2004,PJ Ongondo (KENYA),2
2004,JDP Oram (NZ),221
2004,KO Otieno (KENYA),33
2004,MA Ouma (KENYA),72
2004,T Panyangara (ZIM),51
2004,MHW Papps (NZ),204
2004,BJ Patel (KENYA),41
2004,ML Patel (KENYA),0
2004,PA Patel (INDIA),66
2004,IK Pathan (INDIA),230
2004,RJ Peterson (SA),62
2004,KP Pietersen (ENG),104
2004,SM Pollock (SA),278
2004,RT Ponting (AUS),840
2004,RR Powar (INDIA),32
2004,RL Powell (WI),474
2004,RW Price (ZIM),51
2004,AG Prince (SA),92
2004,MJ Prior (ENG),35
2004,EC Rainsford (ZIM),13
2004,Rajin Saleh (BDESH),316
2004,R Rampaul (WI),34
2004,Ramveer Rai (UAE),39
2004,Rashid Zia (USA),9
2004,CMW Read (ENG),85
2004,CA Reid (USA),8
2004,Rizwan Latif (UAE),0
2004,BG Rogers (ZIM),131
2004,LC Romero (USA),1
2004,JA Rudolph (SA),411
2004,Saleem Elahi (PAK),125
2004,Salman Butt (PAK),252
2004,Sameer Zia (UAE),2
2004,KC Sangakkara (SL),1010
2004,RR Sarwan (WI),791
2004,V Sehwag (INDIA),671
2004,Shabbir Ahmed (PAK),3
2004,RD Shah (KENYA),33
2004,Shahid Afridi (PAK),238
2004,Shahriar Hossain (BDESH),2
2004,R Sharma (HKG),11
2004,Shoaib Akhtar (PAK),47
2004,Shoaib Malik (PAK),895
2004,V Sibanda (ZIM),186
2004,MS Sinclair (NZ),224
2004,TT Smart (HKG),34
2004,DR Smith (WI),262
2004,DS Smith (WI),93
2004,GC Smith (SA),652
2004,VS Solanki (ENG),349
2004,S Sriram (INDIA),60
2004,RW Staple (USA),4
2004,AJ Strauss (ENG),655
2004,HH Streak (ZIM),317
2004,SB Styris (NZ),622
2004,MA Suji (KENYA),6
2004,Syed Maqsood (UAE),18
2004,A Symonds (AUS),803
2004,Tabarak Dar (HKG),56
2004,T Taibu (ZIM),568
2004,Tapash Baisya (BDESH),89
2004,Tareq Aziz (BDESH),15
2004,Taufeeq Umar (PAK),18
2004,BRM Taylor (ZIM),402
2004,SR Tendulkar (INDIA),812
2004,SO Tikolo (KENYA),2
2004,ME Trescothick (ENG),670
2004,DR Tuffey (NZ),3
2004,P Utseya (ZIM),102
2004,WPUJC Vaas (SL),105
2004,M van Jaarsveld (SA),0
2004,MP Vaughan (ENG),557
2004,MA Vermeulen (ZIM),151
2004,DL Vettori (NZ),135
2004,SR Watson (AUS),28
2004,AG Wharf (ENG),16
2004,BA Williams (AUS),0
2004,Yasir Hameed (PAK),773
2004,Younis Khan (PAK),400
2004,Yousuf Youhana (PAK),768
2004,Yuvraj Singh (INDIA),841
2004,DNT Zoysa (SL),102
2005,Abdul Razzaq (Asia/PAK),520
2005,Abdur Razzak (BDESH),0
2005,AR Adams (NZ),67
2005,Aftab Ahmed (BDESH),299
2005,AB Agarkar (INDIA),61
2005,Kabir Ali (ENG),91
2005,Alok Kapali (BDESH),4
2005,JM Anderson (ENG),11
2005,RP Arnold (SL),380
2005,Arshad Khan (PAK),28
2005,NJ Astle (NZ),428
2005,MS Atapattu (SL),498
2005,Azhar Mahmood (PAK),57
2005,AM Bacher (SA),102
2005,L Balaji (INDIA),18
2005,OAC Banks (WI),39
2005,Bazid Khan (PAK),66
2005,IR Bell (ENG),63
2005,TL Best (WI),40
2005,ID Blackwell (ENG),53
2005,AM Blignaut (ZIM),92
2005,N Boje (Afr/SA),75
2005,SE Bond (NZ),14
2005,J Botha (SA),18
2005,MV Boucher (Afr/SA),470
2005,NW Bracken (AUS),24
2005,IDR Bradshaw (WI),95
2005,DJ Bravo (WI),213
2005,CO Browne (WI),193
2005,DK Butler (WI),22
2005,CL Cairns (ICC/NZ),282
2005,TK Canning (NZ),16
2005,SV Carlisle (ZIM),64
2005,UDU Chandana (SL),132
2005,S Chanderpaul (WI),650
2005,CJ Chibhabha (ZIM),0
2005,E Chigumbura (ZIM),106
2005,MJ Clarke (AUS),954
2005,PD Collingwood (ENG),432
2005,PT Collins (WI),4
2005,CD Collymore (WI),1
2005,CK Coventry (ZIM),134
2005,CD Cumming (NZ),23
2005,Danish Kaneria (PAK),2
2005,N Deonarine (WI),91
2005,AB de Villiers (Afr/SA),221
2005,MS Dhoni (INDIA),895
2005,LHD Dilhara (SL),77
2005,M Dillon (WI),12
2005,TM Dilshan (SL),327
2005,HH Dippenaar (Afr/SA),371
2005,R Dravid (Asia/ICC/INDIA),1092
2005,DD Ebrahim (ZIM),28
2005,FH Edwards (WI),0
2005,Enamul Haque jnr (BDESH),4
2005,GM Ewing (ZIM),97
2005,CRD Fernando (SL),7
2005,SP Fleming (ICC/NZ),439
2005,A Flintoff (ENG/ICC),490
2005,JEC Franklin (NZ),33
2005,PG Fulton (NZ),70
2005,G Gambhir (INDIA),181
2005,SC Ganguly (Asia/INDIA),209
2005,CH Gayle (ICC/WI),563
2005,HH Gibbs (SA),726
2005,AC Gilchrist (AUS/ICC),892
2005,AF Giles (ENG),130
2005,JN Gillespie (AUS),66
2005,D Gough (ENG/ICC),76
2005,DA Gunawardene (SL),52
2005,Habibul Bashar (BDESH),337
2005,BJ Haddin (AUS),62
2005,AJ Hall (SA),117
2005,LJ Hamilton (NZ),3
2005,Harbhajan Singh (INDIA),108
2005,SJ Harmison (ENG),22
2005,ML Hayden (AUS/ICC),482
2005,WW Hinds (WI),277
2005,BJ Hodge (AUS),72
